id,author,id,authorThumb,text,likes,time,timestamp,edited,hasReplies,,numReplies,reply.id,,,,,
UgxQoL194mgU6TU1ykR4AaABAg,Irfan Hunjra,/channel/UCvQUA2jv7HT5Neq04_B6uSA,https://yt3.ggpht.com/a/AGF-l7-e-zJqKRTqqgAxSX6IN_K2UP2LgUUhP5gatg=s48-c-k-c0xffffffff-no-rj-mo,All dags,0,1 day ago,1578424611108,false,false,,,,,,,,
UgxqOpEVpsce-3uFrup4AaABAg,Pelt Down Posse,/channel/UCp4mmuBB3NQhT4MlXJp8vIg,https://yt3.ggpht.com/a/AGF-l78YU8BtDcQK2RFHycctyFX0KwnIAilCeVrfPQ=s48-c-k-c0xffffffff-no-rj-mo,These are some great warriors....They are just the small arms...The big guns are gonna back em up big time!  Watch!!!,3,5 days ago,1578079262946,false,false,,,,,,,,
UgxQRFT4VIc3P3PyLeB4AaABAg,redstone god,/channel/UCzldQcmLx4RDvOZ3HZYDNtA,https://yt3.ggpht.com/a/AGF-l7-9HOBFNN6BecybZwayqUqou2kUgl4HnyT8AA=s48-c-k-c0xffffffff-no-rj-mo,This is just a show of strength,0,3 days ago,1578251897680,false,false,,,,,,,,
UgxQsWRlMwiv0ZWOOqd4AaABAg,Viajando por aquí. Y por allá,/channel/UCl8PraJPzu7MwU3ly_5BUgw,https://yt3.ggpht.com/a/AGF-l7_1Wa35IB77C9U-TAiwxjdWc2TWoV7qU46MVQ=s48-c-k-c0xffffffff-no-rj-mo,Fuerza,0,3 days ago,1578251877526,false,false,,,,,,,,
Ugxqsz9QfZTIk5Ug-kR4AaABAg,Brian Kabonyo,/channel/UCwRZ879GO3xLzl9COTT_YWg,https://yt3.ggpht.com/a/AGF-l79S6Nc54BwPWc2G_6_UmXEZ5xsaHO9hPfC3DQ=s48-c-k-c0xffffffff-no-rj-mo,"Sending more young men to their unnecessary deaths at least trump was ""smart"" enough to cowardly dodge the draft and keep his life during his time to fight for the country lol.",10,4 days ago,1578165522690,false,false,,,,,,,,
Ugxqt27B9QPVWqtItwB4AaABAg,Kapil Pokhrel,/channel/UCDjDhSODeFgm40RIpIxASqw,https://yt3.ggpht.com/a/AGF-l7-jaCJRu25jSUiq2B24XcZ_6jnJn3DukFRzFg=s48-c-k-c0xffffffff-no-rj-mo,US army I will pray for your shameass loss😆,0,4 days ago,1578165524099,false,true,EkQSC1dfS29tSlVvS3Y0wAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4cXQyN0I5UVBWV3F0SXR3QjRBYUFCQWciAggAKhhVQ0l6WGF5UlA3LVAwQU5wcS1uRC1oNWcyC1dfS29tSlVvS3Y0QAFICg%3D%3D,2,,,,,,
UgxqVLdY95-zlrTewZZ4AaABAg,Aslam Khan,/channel/UCZSN8FJY9d1alROssm6NlTg,https://yt3.ggpht.com/a/AGF-l79Qu8UmAJg-A6Mla3WGy7v1vWXCX8eiPopJEA=s48-c-k-c0xffffffff-no-rj-mo,What America is doing in middle east They are a thousand miles away from middle east \nFor what porpuse they wanna entry to middle east shame on America mind your own business \nOtherwise you will get a big loss in a short time,0,3 days ago,1578251875558,false,false,,,,,,,,
UgxQwag4h3qH-R8YHW14AaABAg,omran kasiga,/channel/UCwmXVYOjngXo7UnpCMSBtKQ,https://yt3.ggpht.com/a/AGF-l79LuKDbSv23oMl3lVfX5bT1so_U7VlTF_t2Rw=s48-c-k-c0xffffffff-no-rj-mo,we need war and we see who will win usa or iran,0,3 days ago,1578251902010,false,false,,,,,,,,
UgxQwF2_mruhvxyvS6h4AaABAg,kkk ggg,/channel/UCMl1rAzcdQxVJyCjVlqNURw,https://yt3.ggpht.com/a/AGF-l7-wwAvn3nuTgYz6bbDd5l711zHRhFtJ2oqp6Q=s48-c-k-c0xffffffff-no-rj-mo,We have a golden chance at raiding area 51 now,0,1 day ago,1578424619472,false,false,,,,,,,,
Ugxr-5VUhACwGT0XZih4AaABAg,PAUL JOSEPH,/channel/UCPb1kRJIpFQJAzmDYEepV2A,https://yt3.ggpht.com/a/AGF-l7_jt8H0DtDhZBmP9AXlWQqn6T-uKL9OGGDmgQ=s48-c-k-c0xffffffff-no-rj-mo,🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸👏🚀🚀🚀🚀,0,5 days ago,1578079226907,false,false,,,,,,,,
Ugxr-qPmNXamnOOi3hd4AaABAg,Chau Trinh,/channel/UCszARd2ZCg_Kb-yFTjdl8mQ,https://yt3.ggpht.com/a/AGF-l78smTWo5pZxuUx9CQDqXka6l9suGbLbiZqVwQ=s48-c-k-c0xffffffff-no-rj-mo,"Live by the sword, die by the sword! Be careful what you wish for! These ""protesters"" think it's fun and games.",0,5 days ago,1578079208328,false,false,,,,,,,,
Ugxr4hTT9K3pMox-du54AaABAg,Rain Vang,/channel/UCrNaRSG3pli4_G-hdDVwu_A,https://yt3.ggpht.com/a/AGF-l783VTF06hIxNEXouTJziR7AS73ToD6hnL5NZA=s48-c-k-c0xffffffff-no-rj-mo,If I get draft there I would faint,1,14 hours ago,1578460603922,false,false,,,,,,,,
Ugxr9xQ6wbXCnOVG5Ll4AaABAg,santosh bhandari,/channel/UCt4rz18lgLEAnamlPCbZhLQ,https://yt3.ggpht.com/a/AGF-l7_9dWAiOTmr8VDLXyvrUnquSAeMTdjtYBlEKQ=s48-c-k-c0xffffffff-no-rj-mo,Bad america 👎️,0,1 day ago,1578424609472,false,false,,,,,,,,
UgxRbIKuYjn-iHv3yl94AaABAg,Haji Mustakim,/channel/UC_tgA-U_ASJJJlo0FC-C__Q,https://yt3.ggpht.com/a/AGF-l7-UYufrHYP-N4X0G1MibulyPouviqCYU5rfeQ=s48-c-k-c0xffffffff-no-rj-mo,As cuman berani maen keroyok dari dulu,0,1 hour ago,1578507391370,false,false,,,,,,,,
UgxRC75Ay0F5ZNGKG3N4AaABAg,gemxz,/channel/UCaXjUedHCtJjT69ry_ERVaw,https://yt3.ggpht.com/a/AGF-l7-t_nwTjtSQYkuEf1hzJ0-4jlVrNSkHgah73g=s48-c-k-c0xffffffff-no-rj-mo,"get the popcorn ready, lets see some airstrikes.",0,3 days ago,1578251879781,false,false,,,,,,,,
UgxRe5TMHcEr03J39194AaABAg,Lemon Pink,/channel/UC4xTfPXqctyQwe0Yh9dPnrQ,https://yt3.ggpht.com/a/AGF-l7_UMEZGxHxy4E04c7eMqEGoH-ea5wcQ4dvODA=s48-c-k-c0xffffffff-no-rj-mo,I hate war,1,1 day ago,1578424614057,false,false,,,,,,,,
UgxRIJEvGPhtsJJZ2P14AaABAg,Riziman Vsli,/channel/UCYrCVYn_lNR4rOnq1TueqHw,https://yt3.ggpht.com/a/AGF-l7864VuMIf9i48Ly_mNWIfBFOSHSgleDLisN_w=s48-c-k-c0xffffffff-no-rj-mo,Maybe Israel and Palestine hamas  start  war tomorrow  possible? Because crisis between hamas and Israel decades better finish now see who will winner?,0,3 days ago,1578251900470,false,false,,,,,,,,
UgxrLc0-vYpyP0qearJ4AaABAg,Vin Chrysler Sabela,/channel/UCvNAa2Ixd5cMq-FEIn6ivAQ,https://yt3.ggpht.com/a/AGF-l78AbU_4KkaRJ-DmqX8hVNMPODDoTOBR834VoQ=s48-c-k-c0xffffffff-no-rj-mo,3000 troops of soldiers are going to the middle east. May God help us to stop all wars,0,1 day ago,1578424615304,false,false,,,,,,,,
UgxRMEAgKGt8oP7sRf14AaABAg,space !!!,/channel/UCfIoGI9uP_YFmlmYUcdoVDg,https://yt3.ggpht.com/a/AGF-l7_oWcg1Dj9n0Wl5-naL1sluw-JQ1KUVUNMgVQ=s48-c-k-c0xffffffff-no-rj-mo,trump is crazy !!!!!!!!!!!!!!!!! if global war starts  IRAN will not fight alone most of world are enemy of america,1,6 hours ago,1578489396481,true,false,,,,,,,,
UgxrmsiUB9WxfSk6yDZ4AaABAg,Cabron Sliver,/channel/UCXYzPxVIqjGjZeoWKQW21Iw,https://yt3.ggpht.com/a/AGF-l79zqp0zVaJZAOjNAB8lI4-XJZb-7bQIIanlew=s48-c-k-c0xffffffff-no-rj-mo,War wont end as long as there is profit to the elites. Thats all what americans wanted to get full control of oil reserves and rare elements like uranium to wxpand their nuclear pwer throughout the world. I dont see something new here its just americans doing their thing,0,2 days ago,1578338244594,false,false,,,,,,,,
UgxRndyNy5JZpD_5eq14AaABAg,Oscar Contreras,/channel/UC4Qwe0CBQNVkw9AsX_9oEjw,https://yt3.ggpht.com/a/AGF-l7-iL7iGc8AzHfYjR-XgQBUdlpTybiSKEY4rPQ=s48-c-k-c0xffffffff-no-rj-mo,We conquer the. Moon 🌙 como nation pero aun no hemos conquistado el corazon the las naciones,0,2 days ago,1578338253433,false,false,,,,,,,,
UgxrpxmCCr4oH4DpEw14AaABAg,Don't ask my name ever,/channel/UCfnaK1gXyFtkc8wOv33-9yg,https://yt3.ggpht.com/a/AGF-l7-CZbJW8K9F2ihOCjzus-kEBXSIpgS6GZzcug=s48-c-k-c0xffffffff-no-rj-mo,Pretty sure all their family scared they don't want them to go there,0,8 hours ago,1578482198055,false,false,,,,,,,,
Ugxrq7UKsjaIuCMho994AaABAg,Matt From Wii Sports,/channel/UCf5pwt2arB8yOYsf1bN13AQ,https://yt3.ggpht.com/a/AGF-l78wfDnjp825wUixLMkGORmxJx0lEnOwf4-nXw=s48-c-k-c0xffffffff-no-rj-mo,We got this,1,3 days ago,1578251906802,false,false,,,,,,,,
UgxrSl1x2BgZ9Xzqn_N4AaABAg,Tamara Brantley,/channel/UCKywFW6XzEOfDojITXih_sQ,https://yt3.ggpht.com/a/AGF-l7_5iymeb_7Urtd7ge_TZUczkbAitnNB6CgHzw=s48-c-k-c0xffffffff-no-rj-mo,Leaving a comment just in case I die in the war\n\nAlso if anyone see Billie Eilish in heaven or hell tell her I said wassup,2,3 days ago,1578251887644,false,true,EkQSC1dfS29tSlVvS3Y0wAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4clNsMXgyQmdaOVh6cW5fTjRBYUFCQWciAggAKhhVQ0l6WGF5UlA3LVAwQU5wcS1uRC1oNWcyC1dfS29tSlVvS3Y0QAFICg%3D%3D,1,,,,,,
UgxrTuYHpOfCnkulgzR4AaABAg,ste1fan1,/channel/UC8RHGtPf066yx-vXMie5ftw,https://yt3.ggpht.com/a/AGF-l7-1OqIZKmcDtyePAdYEFYc3JA287YoXqO_cTQ=s48-c-k-c0xffffffff-no-rj-mo,"US had good intentions in Iraq, plan was to install modern democratic government and make a strong ally in the Middle East , war was over in a week, but unfortunately all possible terrorist groups supported by other Muslim countries attacked US troops and newly formed Iraqi institutions which resulted in complete destabilization of region.",0,2 days ago,1578338259753,false,false,,,,,,,,
UgxruLH9lH5tN12Kb3p4AaABAg,Jacqueline Orozco Lopez,/channel/UCATZgV-rSxpsc1F8wx9wWng,https://yt3.ggpht.com/a/AGF-l78rqCbsNx1D4Fd-13XvH5YLuBNR_K65j-EPyA=s48-c-k-c0xffffffff-no-rj-mo,I want to go get my deportarion now,0,3 days ago,1578251866021,false,false,,,,,,,,
Ugxrw_WItU3z8IuiDpR4AaABAg,lani toure,/channel/UCwr7lljYUsvl0kZvbfVYfVQ,https://yt3.ggpht.com/a/AGF-l78Necy3J6oUQURTqpoubL2UMsful3-PiEJCPw=s48-c-k-c0xffffffff-no-rj-mo,Lord  we want peace ‚\nLord protect the soldiers !!\n🙏!\nLord we know you love us always Nd forever!,1,1 day ago,1578424608693,false,false,,,,,,,,
UgxrxIlHLx6K25RCYE54AaABAg,James Chukwuebuka,/channel/UC3SjhkxJRhR60kzumx0hpOw,https://yt3.ggpht.com/a/AGF-l7-tnKlRtzsOq7X8E4kIDlGUDYgtlIR78kCArw=s48-c-k-c0xffffffff-no-rj-mo,"My respect for President Trump is incomparable, president like no other",1,3 days ago,1578251885324,false,false,,,,,,,,
UgxrzAINi6BFXnjA2OJ4AaABAg,Vero Estrada,/channel/UC_OJamU2KR9apq1uaZ2s5wA,https://yt3.ggpht.com/a/AGF-l79PnmjeDi-_hntKgr7dyXt1PPu-j3a-tSH77w=s48-c-k-c0xffffffff-no-rj-mo,GOD Please protect them and my nephew,0,4 days ago,1578165582281,false,true,EkQSC1dfS29tSlVvS3Y0wAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4cnpBSU5pNkJGWG5qQTJPSjRBYUFCQWciAggAKhhVQ0l6WGF5UlA3LVAwQU5wcS1uRC1oNWcyC1dfS29tSlVvS3Y0QAFICg%3D%3D,1,,,,,,
Ugxrzj6Gi60BJZfgnu54AaABAg,Rainbow Buff,/channel/UCbXlARCQlh7v1n4QQp-hzcQ,https://yt3.ggpht.com/a/AGF-l79wb63lY_nv4aR1Je-KF_42NL4whufa1CCOVw=s48-c-k-c0xffffffff-no-rj-mo,Really hope I ain’t about to get drafted. The only draft I like is the NFL draft,0,1 day ago,1578424625631,false,false,,,,,,,,
UgxS-FxmtRcSGA22DgN4AaABAg,Shane Anwar,/channel/UCCSc2dNzTn4mcHCCNUMpyog,https://yt3.ggpht.com/a/AGF-l78eZOtK4B4h8r7u_1knRaGLcFzzh6zgNyRwMg=s48-c-k-c0xffffffff-no-rj-mo,2020 everyone Please \nKick out USA ARMY in the world 🇺🇸👞👢👢👞👢👞👢,0,23 hours ago,1578428207841,false,false,,,,,,,,
Ugxs09gowMwSBjuRY5d4AaABAg,Seya vu,/channel/UCNn6HAKD2Exwi9avNa43-_A,https://yt3.ggpht.com/a/AGF-l7_wiT4cM_w2RXfWFFF5iBltbwBkiP1naoC7iQ=s48-c-k-c0xffffffff-no-rj-mo,Wait till nukes starts dropping,0,4 days ago,1578165534201,false,false,,,,,,,,
Ugxs4_JhxqmtHAEjCRx4AaABAg,Nena,/channel/UC9vHIL73Wl32nPkyh8qZ3QQ,https://yt3.ggpht.com/a/AGF-l7-PLLa1qgxXKmUZNc0hFMeim4d1KfwXhM0ycQ=s48-c-k-c0xffffffff-no-rj-mo,Ooop- when are they actually gonna fight?,0,2 days ago,1578338245279,false,false,,,,,,,,
Ugxs6vhXvMmmM9mjfe54AaABAg,Bell toll To thee,/channel/UCJJBfCLdyVw_JXtjjCt_aaA,https://yt3.ggpht.com/a/AGF-l78lT4c1tzH46Iui-Zekfoo1R93p8KRy6jTNAQ=s48-c-k-c0xffffffff-no-rj-mo,We acted as mercenary for Israel! How stupid are we?,0,3 days ago,1578251899170,false,false,,,,,,,,
Ugxs74if_0Ej5OKVvel4AaABAg,Ism_Boxing,/channel/UC2FKStYI_sRPgB8sJjIa_KA,https://yt3.ggpht.com/a/AGF-l7_n013rCCp2BTcEmfASYpOwAXVuuhrFmSpZnQ=s48-c-k-c0xffffffff-no-rj-mo,Alright I’m gna come back to this comment but this is just my theory: WW3 is kicking of with Iran’s allies doing most the work USA will be winning and Russia will use nuclear s on USA and the USA will be rebuilt as a more futuristic country,1,3 days ago,1578251868768,false,false,,,,,,,,
Ugxs9luAMTre05SdrKR4AaABAg,Nawaz Sharif Pakistan Pakistan Murdabad,/channel/UCW6OEix41DG8IeAOLIUSfZQ,https://yt3.ggpht.com/a/AGF-l79W_tyiFhEAjIRVz4PuUUothtJVV-9vpXVyVg=s48-c-k-c0xffffffff-no-rj-mo,"América ke pass bojut takkat he, pura irán ko murdabad kar dega",0,1 day ago,1578424621924,false,false,,,,,,,,
UgxSAri990sGYqy5UV54AaABAg,Floyd T Wills,/channel/UCPppVB-TQs0R2ir86NP_w1A,https://yt3.ggpht.com/a/AGF-l7_dti-VGVQdrxQqBuFEDQcEmKLKUYGRrle2GQ=s48-c-k-c0xffffffff-no-rj-mo,Why fight a war that was caused by Donald trump..let his sons fight and die,0,2 days ago,1578338248719,false,false,,,,,,,,
UgxSAuOay0t3Mr8c1DZ4AaABAg,Blitzkillerr,/channel/UCadVugvpA45MWIxxDFGK3wg,https://yt3.ggpht.com/a/AGF-l7-Iw81voCz91QhLr2jJf5IS-Kp35Gut5Vx-0w=s48-c-k-c0xffffffff-no-rj-mo,World War 3 Is Coming,0,5 days ago,1578079193049,false,false,,,,,,,,
UgxSbaHk6Q86XjZ9w_p4AaABAg,Ali Ibrahim,/channel/UCsMa0OH2mkzzv2LSphV-CYA,https://yt3.ggpht.com/a/AGF-l7-ERWI1z0sqTyjJ5AeaTkToJAQeBgfkBiWqow=s48-c-k-c0xffffffff-no-rj-mo,Battlefield 3 will be real,0,2 days ago,1578338259758,false,false,,,,,,,,
UgxsbckDpXfYtG1gQTx4AaABAg,Big Back,/channel/UCnCAjVxA-SwVaGbO8ITjzYA,https://yt3.ggpht.com/a/AGF-l7_3n3jS6HoAvo1Cs8ENMhGMzqJsjN-8riAM=s48-c-k-c0xffffffff-no-rj-mo,"This is what modern USA is, a war machine. It has a need for constant death and destruction and sends its own children to their unnecessary deaths.\n\nThe US is always the provocateur and has been trying to provoke Iran into a war for a long time.\n\nI had a theory that each president has to start a war and It looks like I was right.\n\nBush - Iraq\nObama - Libya\nTrump - Iran",0,5 days ago,1578079215382,false,false,,,,,,,,
UgxsbGXIzBoiHt6j3a54AaABAg,scott lewis,/channel/UC0HwWILsopH91sCqgcwOywA,https://yt3.ggpht.com/a/AGF-l79-sYTLmdfsBD8HJkkOr-6ON_tGorXkJMO_2Q=s48-c-k-c0xffffffff-no-rj-mo,Let israhell fight its own wars ! Smash ZOG,0,5 days ago,1578079212492,false,false,,,,,,,,
UgxSBkXiFJSf0qrxu2p4AaABAg,Venus Duque,/channel/UCKB7NkJdM5E8TrpbX2g6ntg,https://yt3.ggpht.com/a/AGF-l78ozyTbo9z5RWmwIeA2Mt96ND5CjMGFRu8_Cw=s48-c-k-c0xffffffff-no-rj-mo,I wonder how many soldiers will go home alive.cant say no to war to the commander in chief,0,4 days ago,1578165530853,false,false,,,,,,,,
UgxSDqG8J-KBmQKqq7R4AaABAg,ronald ofong,/channel/UC190AzU_FZsFXKi3LUQV5gg,https://yt3.ggpht.com/a/AGF-l7_2bfVwVRy3-vY5fSlsXLaBGWQsq_LlfsYSIQ=s48-c-k-c0xffffffff-no-rj-mo,i heard the drum of war,0,1 day ago,1578424617353,false,false,,,,,,,,
UgxSe9gbE07tZRa-Kr14AaABAg,TWOPS,/channel/UCXoG_XH6NKaZqPzaiMBIvKA,https://yt3.ggpht.com/a/AGF-l79hOzoxzw8mVn8BoOY6XYQBc4U_7yrhoueUWQ=s48-c-k-c0xffffffff-no-rj-mo,Gl 😟🥺,0,3 days ago,1578251908143,false,false,,,,,,,,
UgxSer_usNgdafSaPIR4AaABAg,Lucian Damian,/channel/UCUnMCpWEBagd3UXLo2jlTTg,https://yt3.ggpht.com/a/AGF-l79YFMFOeM2Oc91el5TMb_GQK37dbYRtac40OA=s48-c-k-c0xffffffff-no-rj-mo,THE START OF WW3!,1,4 days ago,1578165573644,false,false,,,,,,,,
UgxSgHl_xrw28RfPCjd4AaABAg,Pink Guy,/channel/UCPisuNz7-SMu1G70LvgUAeQ,https://yt3.ggpht.com/a/AGF-l7--R-DCPnkExVb_39YtgIvtjJAFj7W-ZwMfbw=s48-c-k-c0xffffffff-no-rj-mo,Bet boomers are happy right now,1,3 days ago,1578251881271,false,false,,,,,,,,
UgxSh-NcGjhTC73qu3V4AaABAg,DomG TVV,/channel/UCouZYKgIMtAvvzujvC7uMIw,https://yt3.ggpht.com/a/AGF-l79vnkIwhvAsHix8j8E0TJPJV6Qr7TgMVmf-PQ=s48-c-k-c0xffffffff-no-rj-mo,3:25 wow that is a avenger vehicle from gta 5 online heist lol,0,2 days ago,1578338254309,false,false,,,,,,,,
UgxShBh2n07HS31Hcgx4AaABAg,Fitra Ariyadi,/channel/UCzR6gepJQXGt22WbljL846A,https://yt3.ggpht.com/a/AGF-l7_jYSftx5W4RDNIwkRda7fDW-E6Ocs4-oiPsA=s48-c-k-c0xffffffff-no-rj-mo,Donal trump is a monster,0,16 hours ago,1578453404751,false,false,,,,,,,,
UgxshgJDEabjVFyQTgl4AaABAg,Melissa Hurst,/channel/UCv7VOQ2zk88wLAr8mlpoPTA,https://yt3.ggpht.com/a/AGF-l79_jluPWPk6pjIl22j1dFMGXz6cNbhWjPmpXA=s48-c-k-c0xffffffff-no-rj-mo,"Love and respect our military  and their families. God Speed !  Very Concerned, Knew the jackass was going to stir the pot or take the bait they were luring for the U.S.",0,3 days ago,1578251896343,true,false,,,,,,,,
UgxshgXRo_9ZNn2DzYV4AaABAg,defe dasa,/channel/UC-GjUK7b1ibjE0h_vFWiNgA,https://yt3.ggpht.com/a/AGF-l7-PdW0UuTFGct8W7CDxZ7okcR6TDetpnwxmEg=s48-c-k-c0xffffffff-no-rj-mo,Please come here we wish have war with you .this is your end.,0,2 days ago,1578338256454,false,false,,,,,,,,
UgxSj1CWUyCFrTpeWTp4AaABAg,Zena ฯ,/channel/UChl4b09OAsBnYBTArI66Cbg,https://yt3.ggpht.com/a/AGF-l7-ZcH5IWxPOuMpVIW7bU9-m-i8ZU1FlMjZOgQ=s48-c-k-c0xffffffff-no-rj-mo,Donald Trump , ima head out\nWw3 drafts, ima head in,0,3 days ago,1578251871761,true,false,,,,,,
UgxSK_7h15bIO-ooX8h4AaABAg,Adam The Great,/channel/UC0a9G4I0D_L3LWb4fIdr-4g,https://yt3.ggpht.com/a/AGF-l7_BpKLaHOWxeWbRxblzlWZ699ibrbfeklEe2A=s48-c-k-c0xffffffff-no-rj-mo,"Iran Iran oh, I Ran So Far Away!!!",0,4 days ago,1578165583551,false,false,,,,,,,,
UgxsKRk9Z_nA495iUa54AaABAg,ADAM F10,/channel/UCM9EdFFJunLP0Kwr_b5aXFg,https://yt3.ggpht.com/a/AGF-l7-fJTNhMFlxXfCWopmfxCdnmeyfOc2DfG0RkQ=s48-c-k-c0xffffffff-no-rj-mo,love you muslim brother from pakistan,1,5 days ago,1578079243937,false,true,EkQSC1dfS29tSlVvS3Y0wAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4c0tSazlaX25BNDk1aVVhNTRBYUFCQWciAggAKhhVQ0l6WGF5UlA3LVAwQU5wcS1uRC1oNWcyC1dfS29tSlVvS3Y0QAFICg%3D%3D,1,,,,,,
UgxSMq34RlajpfPGnjF4AaABAg,YourBoiSyed,/channel/UChe3GhNpQXAnEmXLsNYX7eA,https://yt3.ggpht.com/a/AGF-l7_NNTtvaVXADU1fu76pBHE2MKIeP4LsqHdcBw=s48-c-k-c0xffffffff-no-rj-mo,"U.s. solider...if your reading my comment, while thank for serving our country and love you bottom my heart 💓",0,3 days ago,1578251897681,false,false,,,,,,,,
UgxSnT_28D6mtfTZgVN4AaABAg,Vanny Chavez,/channel/UCschuORBFavD2YtzCsxv8Xw,https://yt3.ggpht.com/a/AGF-l7_qqRTuA8jssUXMAVh_Ed3XwIVqLdZVNRDW4Q=s48-c-k-c0xffffffff-no-rj-mo,We want to see those faces of the soldiers again. Please guide them God 😢🙏,0,6 hours ago,1578489396458,false,false,,,,,,,,
Ugxso9ZUYNTHyF5GL114AaABAg,Hot Sauce,/channel/UCee_9_Ey0maEF4TwC88x2Qw,https://yt3.ggpht.com/a/AGF-l79mn_NZ0mpc1pYymJaLXCOM686da_V-orXafg=s48-c-k-c0xffffffff-no-rj-mo,They're badass.  5:16 The tear gas didn't affect the protesters at all.  These must be veterans.,0,4 days ago,1578165553749,false,false,,,,,,,,
UgxsOb27BR4XnaSwZgl4AaABAg,Matthew Negrete,/channel/UCQIAsazQdAqjVmVlmkv0PPA,https://yt3.ggpht.com/a/AGF-l79GKiSNFoX-FTYjJDn8_lz6qMgXgweO2Iq1oA=s48-c-k-c0xffffffff-no-rj-mo,"Time to make the rich, RICHER!",0,4 days ago,1578165522689,false,false,,,,,,,,
UgxSrLO9jUtEEVqEEBB4AaABAg,Janet Anstis,/channel/UCy_YcwHFajigpB-JVZ9eBnw,https://yt3.ggpht.com/a/AGF-l7__yYOi7znUDelJHahonoStwkvR40WZt4Hrig=s48-c-k-c0xffffffff-no-rj-mo,Here go the Heros   of democracy and decency ,against the foul Ideology  started by the killer Mohammed and sustained by the killers of its Quran and hadith .Their desire for world domination is the name of the game .All you women out there remember what you will become if we lose this war of the world .,0,5 days ago,1578079205082,false,false,,,,,,,
UgxsskyMGG_NpkuQmzZ4AaABAg,Zack Pro,/channel/UCyrUSPGp2c72oaoJJd8bhqQ,https://yt3.ggpht.com/a/AGF-l7_X8zJ4K4iT2ctgSmUE6SWIrlzhs_iAbAhL6w=s48-c-k-c0xffffffff-no-rj-mo,OMG iam screed now I sechred up world war 3 this showed up🥺💔💔💔😭😭,0,4 days ago,1578165534199,false,false,,,,,,,,
UgxSSyhmqAlWDY-GOnV4AaABAg,Blakeley bros,/channel/UCf3n7e_CCLcvisp7a4ThldQ,https://yt3.ggpht.com/a/AGF-l79G7FiCY_jpxh9_aFyhgSNKjyF8QkrL34CRAA=s48-c-k-c0xffffffff-no-rj-mo,I hope nothing bad will happen and I hope they do an amazing job the best to do is pray,1,5 days ago,1578079262944,false,false,,,,,,,,
UgxSSZ5r8O9jzRMySI94AaABAg,Shoaib Saeed,/channel/UCToVBEVzxg-1goZinwHZTow,https://yt3.ggpht.com/a/AGF-l7-lAfrLYn_cLYmEN3JL0BBK9vKZKZRSFOYzdA=s48-c-k-c0xffffffff-no-rj-mo,America death,0,3 days ago,1578251889098,false,false,,,,,,,,
UgxSVBVAogoJecV_9dd4AaABAg,Chad Parker,/channel/UCdIJ6sxkxUqFT7mwaMEMGRQ,https://yt3.ggpht.com/a/AGF-l78jAu3aWy_jzPBrrdvsWUokB_fM31nOdYLJKg=s48-c-k-c0xffffffff-no-rj-mo,Go get them boys,0,4 days ago,1578165522695,false,false,,,,,,,,
UgxsXd08Pys3Bh_W7FF4AaABAg,Ailsa Pehi,/channel/UCRu9W2anczCszQSsC2qlOmA,https://yt3.ggpht.com/a/AGF-l7_3ae5nKZsHF9L3eE0r59YZIB-9blGTK6bB1g=s48-c-k-c0xffffffff-no-rj-mo,What if the attack is on American soil and troops are deployed elsewhere? Little to no resistance from border countries that have been insulted. International Allie communities cut out of US support aren't available. What of the people?\n\nShould demand proof of Intel since it's been historically far from truth.,0,4 days ago,1578165573654,false,false,,,,,,,,
UgxsxNwEXChd3lafbpx4AaABAg,Miguel De Adeje,/channel/UC6AVJGUihsTr9_C2C7qcD7g,https://yt3.ggpht.com/a/AGF-l79zfxaR71vj170f-KC98wpbI9_SBpbMnCDlwA=s48-c-k-c0xffffffff-no-rj-mo,"Election year , i know lets start a war . That'll show how great we are .",1,5 days ago,1578079220067,false,false,,,,,,,,
UgxsZ__bkS8MTBZ12EJ4AaABAg,mukarji,/channel/UC1Uu4YIZVbMAbEp-gh-4bWA,https://yt3.ggpht.com/a/AGF-l7_hDpNsh9BCHVc-ooIoFPE4YTyT4Q4OL0pH9w=s48-c-k-c0xffffffff-no-rj-mo,Ww3 welcome :)  now the secret is out why America invaded Middle East. See how easily they can deploy troops in the invaded countries. Evil USA,0,4 days ago,1578165577185,false,true,EkQSC1dfS29tSlVvS3Y0wAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4c1pfX2JrUzhNVEJaMTJFSjRBYUFCQWciAggAKhhVQ0l6WGF5UlA3LVAwQU5wcS1uRC1oNWcyC1dfS29tSlVvS3Y0QAFICg%3D%3D,1,,,,,,
